year,category,subcategory,indicator_id,indicator_name,source,value,source_url,unit,reference_period,frequency,period_type,status,geo_level,geo_name,definition,source_revision_date,notes
2021,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.9,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2021,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2021,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2021,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2021,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.5,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2021,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2021,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.2,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2021,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2021,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.8,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2021,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2021,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2021,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2021,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.7,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2021,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2021,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.4,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2021,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2021,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.3,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2021,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2021,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.6,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2021,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2021,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.7,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2021,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2021,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2021,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2021,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2021,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2021,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.3,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2021,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2021,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.8,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2021,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2021,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.4,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2021,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2021,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,0.7,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2021,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2022,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.7,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2022,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2022,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.8,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2022,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2022,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.5,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2022,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2022,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.8,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2022,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2022,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.7,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2022,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2022,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2022,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2022,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.4,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2022,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2022,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2022,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2022,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.7,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2022,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2022,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.6,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2022,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2022,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.5,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2022,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2022,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.3,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2022,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2022,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.5,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2022,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2022,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.4,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2022,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2022,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.6,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2022,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2022,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.5,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2022,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2022,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,0.7,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2022,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2022,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.1,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2022,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2023,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.6,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2023,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2023,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.6,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2023,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2023,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.3,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2023,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2023,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,1.8,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2023,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2023,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.2,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2023,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2023,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.8,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2023,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2023,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.4,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2023,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2023,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2023,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2023,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.6,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2023,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2023,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,2.6,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2023,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
2023,Vivienda,Alquiler,variacion_precio_alquiler,Variación precio alquiler,INE - IPVA tabla 59057,3.6,https://ine.es/jaxiT3/Tabla.htm?t=59057,%,2023,Anual,media anual,oficial,País,España,Variación anual del índice de precios de vivienda en alquiler.,2026-07-10,"IPVA; territorio fiscal común, no incluye País Vasco ni Navarra según notas del INE."
